# MANA MultiRun Summary File
# Version: 5.01.04
# Machine Name: MAZZAS-PC
# Scenario,F:\SE311-114G\MANA_version5_31st_Jan_2013\Capstone114G_Scenario_Reinforced-20130412.xml
# MultiRun Started,4/12/2013,9:59:35 PM
Run,Seed,Alleg1Cas(Blue),Alleg2Cas(Red),Alleg0Cas(Neutral),Blue Reach Goal,Red Reach Goal,Neutral Reach Goal,Steps, Sqd1Cas, Sqd2Cas, Sqd3Cas, Sqd4Cas, Sqd5Cas, Sqd6Cas, Sqd7Cas, Sqd8Cas, Sqd9Cas, Sqd10Cas, Sqd11Cas, Sqd12Cas, Sqd13Cas, Sqd14Cas, Sqd15Cas, Sqd16Cas, Sqd17Cas, Sqd18Cas, Sqd19Cas, Sqd20Cas, Sqd21Cas, Sqd22Cas, Sqd23Cas, Sqd24Cas, Sqd25Cas, Sqd26Cas, Sqd27Cas, Sqd28Cas, Sqd29Cas, Sqd30Cas, Sqd1Inj, Sqd2Inj, Sqd3Inj, Sqd4Inj, Sqd5Inj, Sqd6Inj, Sqd7Inj, Sqd8Inj, Sqd9Inj, Sqd10Inj, Sqd11Inj, Sqd12Inj, Sqd13Inj, Sqd14Inj, Sqd15Inj, Sqd16Inj, Sqd17Inj, Sqd18Inj, Sqd19Inj, Sqd20Inj, Sqd21Inj, Sqd22Inj, Sqd23Inj, Sqd24Inj, Sqd25Inj, Sqd26Inj, Sqd27Inj, Sqd28Inj, Sqd29Inj, Sqd30Inj
11,-343453843,25,65,0,No,No,Yes,11980, 4, 1, 3, 0, 0, 16, 1, 0, 0, 0, 3, 1, 7, 1, 0, 1, 11, 16, 3, 1, 2, 2, 4, 0, 1, 4, 0, 0, 5, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12,1245720798,6,66,0,No,No,Yes,26515, 5, 1, 1, 0, 0, 16, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 1, 4, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13,-309108624,8,69,0,No,No,No,21798, 6, 1, 1, 0, 0, 16, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 1, 2, 4, 0, 0, 2, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14,1495310074,12,67,0,No,No,Yes,17815, 6, 1, 0, 0, 0, 16, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 1, 4, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
15,299052327,20,65,0,No,No,Yes,13215, 5, 1, 3, 0, 0, 16, 1, 0, 0, 0, 0, 1, 2, 1, 1, 0, 11, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 5, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
16,-363698486,24,65,0,No,No,Yes,15981, 5, 1, 1, 0, 0, 16, 0, 0, 0, 0, 7, 1, 7, 1, 0, 1, 11, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
17,1687473150,13,68,0,No,No,Yes,19302, 6, 1, 0, 0, 0, 16, 2, 0, 0, 0, 7, 0, 0, 1, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
18,-110863773,19,68,0,No,No,Yes,26116, 5, 1, 0, 0, 0, 16, 0, 0, 0, 2, 2, 2, 3, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 1, 2, 4, 1, 0, 7, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19,38865419,9,66,0,No,No,Yes,20415, 5, 1, 3, 0, 0, 15, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20,-1001895834,20,65,0,No,No,Yes,12207, 4, 1, 2, 0, 0, 16, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 11, 16, 3, 1, 2, 1, 4, 0, 2, 4, 1, 1, 7, 7, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21,487655683,19,67,0,No,No,Yes,18590, 5, 1, 2, 0, 0, 16, 0, 0, 0, 0, 1, 4, 7, 0, 0, 1, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22,1135274902,15,68,0,No,No,Yes,22959, 6, 1, 2, 0, 0, 16, 2, 0, 0, 2, 0, 0, 1, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 1, 7, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23,1106313012,12,69,0,No,No,No,10888, 6, 1, 1, 0, 0, 16, 0, 0, 0, 1, 1, 7, 0, 0, 1, 0, 11, 16, 3, 1, 2, 2, 4, 0, 3, 4, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24,1071786475,19,67,0,No,No,Yes,14584, 6, 1, 4, 0, 0, 16, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 1, 4, 1, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25,-394356797,7,69,0,No,No,No,13038, 6, 1, 1, 0, 0, 16, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 3, 4, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
26,989838338,10,66,0,No,No,Yes,19102, 6, 1, 1, 0, 0, 16, 1, 0, 0, 0, 2, 0, 2, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 1, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
27,956250913,23,66,0,No,No,Yes,17321, 6, 1, 1, 0, 0, 16, 0, 0, 0, 1, 7, 7, 0, 1, 1, 0, 11, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 0, 5, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28,1670184759,8,67,0,No,No,Yes,21923, 6, 1, 0, 0, 0, 16, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 1, 4, 0, 0, 1, 5, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
29,-128912515,5,68,0,No,No,Yes,17774, 6, 1, 1, 0, 0, 16, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
30,2128769854,32,68,0,No,No,Yes,14964, 6, 1, 0, 0, 0, 16, 0, 0, 0, 2, 7, 7, 0, 1, 1, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 1, 6, 7, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
31,1910093050,21,68,0,No,No,Yes,19017, 6, 1, 0, 0, 0, 16, 1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 1, 1, 7, 7, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
32,1695789232,21,66,0,No,No,Yes,13758, 5, 1, 1, 0, 0, 16, 0, 0, 0, 1, 7, 0, 0, 1, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 1, 4, 1, 0, 7, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33,177543063,16,66,0,No,No,Yes,20159, 6, 1, 1, 0, 0, 16, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 4, 6, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34,1353454374,23,63,0,No,No,Yes,15241, 2, 1, 1, 0, 0, 16, 2, 0, 0, 0, 7, 7, 0, 1, 1, 0, 11, 16, 3, 1, 2, 2, 4, 0, 1, 4, 0, 0, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
35,1587826047,10,64,0,No,No,Yes,18076, 4, 1, 2, 0, 0, 16, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 3, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
# MultiRun Finished,4/13/2013,8:29:08 AM
, , BlueCas, RedCas, NeutralCas, BlueGoal, RedGoal, SquadGoal, Steps, RealTime, 
Means, , 15.257143, 66.828571, 0.000000, 0.000000, 0.000000, 0.828571, 17108.400000, 17108.400000, 
Std Errors, , 1.232162, 0.264053, 0.000000, 0.000000, 0.000000, 0.064635, 695.724699, 695.724699, 
# Output Ends
