# MANA MultiRun Summary File
# Version: 5.01.04
# Machine Name: MAZZAS-PC
# Scenario,F:\SE311-114G\MANA_version5_31st_Jan_2013\Capstone114G_Scenario_Reinforced-20130412.xml
# MultiRun Started,4/12/2013,9:57:09 PM
Run,Seed,Alleg1Cas(Blue),Alleg2Cas(Red),Alleg0Cas(Neutral),Blue Reach Goal,Red Reach Goal,Neutral Reach Goal,Steps, Sqd1Cas, Sqd2Cas, Sqd3Cas, Sqd4Cas, Sqd5Cas, Sqd6Cas, Sqd7Cas, Sqd8Cas, Sqd9Cas, Sqd10Cas, Sqd11Cas, Sqd12Cas, Sqd13Cas, Sqd14Cas, Sqd15Cas, Sqd16Cas, Sqd17Cas, Sqd18Cas, Sqd19Cas, Sqd20Cas, Sqd21Cas, Sqd22Cas, Sqd23Cas, Sqd24Cas, Sqd25Cas, Sqd26Cas, Sqd27Cas, Sqd28Cas, Sqd29Cas, Sqd30Cas, Sqd1Inj, Sqd2Inj, Sqd3Inj, Sqd4Inj, Sqd5Inj, Sqd6Inj, Sqd7Inj, Sqd8Inj, Sqd9Inj, Sqd10Inj, Sqd11Inj, Sqd12Inj, Sqd13Inj, Sqd14Inj, Sqd15Inj, Sqd16Inj, Sqd17Inj, Sqd18Inj, Sqd19Inj, Sqd20Inj, Sqd21Inj, Sqd22Inj, Sqd23Inj, Sqd24Inj, Sqd25Inj, Sqd26Inj, Sqd27Inj, Sqd28Inj, Sqd29Inj, Sqd30Inj
16,979624540,18,66,0,No,No,Yes,11968, 4, 1, 1, 0, 0, 16, 2, 0, 0, 1, 0, 7, 5, 1, 1, 0, 10, 16, 3, 1, 2, 2, 4, 0, 3, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
17,1687748063,12,66,0,No,No,Yes,17996, 6, 1, 2, 0, 0, 16, 0, 0, 0, 0, 1, 5, 4, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
18,-515632410,26,69,0,No,No,No,44969, 6, 1, 2, 0, 0, 16, 5, 0, 0, 2, 7, 6, 1, 1, 1, 1, 11, 16, 3, 1, 2, 2, 4, 1, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19,-1141269287,15,66,0,No,No,Yes,14017, 5, 1, 2, 0, 0, 16, 1, 0, 0, 0, 1, 7, 2, 1, 1, 0, 11, 16, 3, 1, 2, 2, 4, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20,-1046499358,12,64,0,No,No,Yes,14635, 5, 1, 1, 0, 0, 16, 0, 0, 0, 0, 4, 5, 2, 0, 0, 0, 11, 16, 3, 1, 2, 0, 4, 0, 1, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21,-2100551687,16,68,0,No,No,Yes,14441, 6, 1, 2, 0, 0, 16, 1, 0, 0, 1, 0, 7, 4, 0, 1, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22,-267623585,11,68,0,No,No,Yes,18593, 6, 1, 1, 0, 0, 16, 2, 0, 0, 1, 2, 4, 1, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23,-1964509570,8,67,0,No,No,Yes,14410, 6, 1, 2, 0, 0, 16, 2, 0, 0, 1, 2, 0, 1, 0, 0, 0, 10, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24,-929199275,17,59,0,No,No,Yes,11330, 4, 1, 2, 0, 0, 16, 2, 0, 0, 1, 3, 7, 0, 0, 1, 1, 11, 10, 3, 0, 2, 1, 4, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25,-2094821009,8,66,0,No,No,Yes,15135, 4, 1, 1, 0, 0, 16, 2, 0, 0, 0, 0, 1, 4, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
26,198975479,6,68,0,No,No,Yes,15306, 6, 1, 2, 0, 0, 16, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 10, 16, 3, 1, 2, 1, 4, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
27,624930480,11,57,0,No,No,Yes,10871, 4, 1, 2, 0, 0, 16, 0, 0, 0, 0, 3, 0, 3, 1, 1, 1, 10, 12, 3, 0, 2, 0, 4, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28,-626214991,15,68,0,No,No,Yes,13206, 6, 1, 1, 0, 0, 16, 1, 0, 0, 2, 7, 2, 0, 1, 0, 1, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
29,-1850707970,14,65,0,No,No,Yes,11721, 5, 1, 2, 0, 0, 16, 1, 0, 0, 2, 0, 0, 7, 0, 1, 1, 10, 16, 3, 1, 2, 1, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
30,-41221972,22,64,0,No,No,Yes,13078, 5, 1, 0, 0, 0, 16, 2, 0, 0, 1, 7, 6, 3, 1, 1, 1, 10, 16, 3, 1, 2, 2, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
31,-1651278500,14,57,0,No,No,Yes,10279, 4, 1, 1, 0, 0, 16, 1, 0, 0, 0, 2, 0, 7, 1, 1, 1, 11, 6, 3, 1, 2, 1, 4, 0, 4, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
32,1172280284,11,69,0,No,No,No,12573, 6, 1, 1, 0, 0, 16, 4, 0, 0, 1, 1, 1, 3, 0, 0, 0, 11, 15, 3, 1, 2, 2, 4, 0, 4, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
33,-1983553181,11,67,0,No,No,Yes,12526, 6, 1, 1, 0, 0, 16, 0, 0, 0, 0, 2, 3, 3, 1, 0, 1, 11, 14, 3, 1, 1, 2, 4, 0, 4, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34,-1037344099,11,60,0,No,No,Yes,11196, 5, 1, 2, 0, 0, 16, 3, 0, 0, 0, 1, 3, 1, 0, 1, 0, 7, 16, 3, 1, 2, 1, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
35,-1374296937,8,67,0,No,No,Yes,15403, 5, 1, 2, 0, 0, 16, 2, 0, 0, 0, 4, 0, 0, 0, 0, 0, 11, 16, 3, 1, 2, 2, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
# MultiRun Finished,4/13/2013,3:07:14 AM
, , BlueCas, RedCas, NeutralCas, BlueGoal, RedGoal, SquadGoal, Steps, RealTime, 
Means, , 12.228571, 65.285714, 0.000000, 0.000000, 0.000000, 0.885714, 15548.400000, 15548.400000, 
Std Errors, , 0.801349, 0.532272, 0.000000, 0.000000, 0.000000, 0.054564, 1400.465537, 1400.465537, 
# Output Ends
